time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-23T01:28:54.070Z,38.7881667,-122.7646667,1.74,1.74,md,45,56,0.01303,0.07,nc,nc73736906,2022-05-26T02:56:14.391Z,"1km NNW of The Geysers, CA",earthquake,0.16,0.3,0.158,17,reviewed,nc,nc
2022-05-21T13:37:27.600Z,38.7915001,-122.7624969,2.04,1.18,md,14,65,0.009368,0.02,nc,nc73736306,2022-05-21T15:40:10.795Z,"2km NNW of The Geysers, CA",earthquake,0.28,0.5,,1,automatic,nc,nc
2022-05-20T11:12:50.630Z,38.7905,-122.7601667,0.94,1.6,md,45,46,0.01012,0.04,nc,nc73735951,2022-05-25T04:20:12.209Z,"2km NNW of The Geysers, CA",earthquake,0.13,0.21,0.158,15,reviewed,nc,nc
2022-05-16T18:41:31.100Z,38.7898333,-122.7348333,1.58,1.71,md,49,41,0.006751,0.05,nc,nc73734726,2022-05-24T01:51:10.834Z,"2km NE of The Geysers, CA",earthquake,0.15,0.23,0.153,17,reviewed,nc,nc
2022-05-13T09:57:50.320Z,38.7966667,-122.7376667,1.92,1.24,md,40,47,0.01343,0.04,nc,nc73733031,2022-05-20T02:43:10.410Z,"3km NE of The Geysers, CA",earthquake,0.19,0.32,0.125,9,reviewed,nc,nc
2022-05-11T20:24:09.100Z,38.7895,-122.763,3.42,1.29,md,15,94,0.0114,0.02,nc,nc73732261,2022-05-12T08:44:11.511Z,"2km NNW of The Geysers, CA",earthquake,0.44,1.01,0.217,2,reviewed,nc,nc
2022-05-11T20:24:06.560Z,38.7875,-122.7651667,2.77,1.35,md,43,72,0.01378,0.04,nc,nc73732251,2022-05-12T09:11:11.705Z,"1km NW of The Geysers, CA",earthquake,0.2,0.28,0.068,8,reviewed,nc,nc
2022-05-10T18:20:02.680Z,38.7900009,-122.7611694,1.08,1.16,md,22,77,0.02026,0.06,nc,nc73731796,2022-05-10T21:26:14.378Z,"2km NNW of The Geysers, CA",earthquake,0.24,0.47,0.06,6,automatic,nc,nc
2022-05-10T12:12:24.610Z,38.7863333,-122.7693333,1.75,1.59,md,48,56,0.01584,0.04,nc,nc73731721,2022-05-18T20:37:10.953Z,"2km NW of The Geysers, CA",earthquake,0.14,0.24,0.209,16,reviewed,nc,nc
2022-05-10T08:35:56.460Z,38.7980003,-122.7511673,1.66,1.17,md,23,96,0.007173,0.03,nc,nc73731666,2022-05-10T12:05:15.652Z,"2km N of The Geysers, CA",earthquake,0.25,0.41,0.03,4,automatic,nc,nc
2022-05-10T01:01:23.900Z,38.7983333,-122.7493333,1.66,1.18,md,37,57,0.008427,0.04,nc,nc73731541,2022-05-18T06:51:10.143Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.25,0.15,7,reviewed,nc,nc
2022-05-09T15:06:34.130Z,38.7885,-122.7616667,1.65,2.33,md,68,31,0.0122,0.07,nc,nc73731316,2022-05-18T03:22:10.871Z,"1km NNW of The Geysers, CA",earthquake,0.12,0.2,0.109,38,reviewed,nc,nc
2022-05-09T14:11:17.810Z,38.7896652,-122.7626648,2.36,1.18,md,11,80,0.01118,0.02,nc,nc73731286,2022-05-09T17:47:24.063Z,"2km NNW of The Geysers, CA",earthquake,0.36,0.82,,1,automatic,nc,nc
2022-05-09T14:10:53.760Z,38.7853333,-122.7613333,1.97,2.09,md,69,40,0.01499,0.13,nc,nc73731281,2022-05-18T03:07:10.777Z,"1km NNW of The Geysers, CA",earthquake,0.15,0.3,0.186,33,reviewed,nc,nc
2022-05-07T13:05:13.820Z,38.7811667,-122.7633333,0.74,1.86,md,61,38,0.0106,0.05,nc,nc73730421,2022-05-17T01:40:10.848Z,"1km NW of The Geysers, CA",earthquake,0.11,0.19,0.185,30,reviewed,nc,nc
2022-05-05T01:22:18.550Z,38.7876663,-122.7463303,1.31,1.13,md,23,84,0.008713,0.04,nc,nc73729481,2022-05-05T03:00:12.858Z,"1km NE of The Geysers, CA",earthquake,0.24,0.42,0.12,7,automatic,nc,nc
2022-05-03T16:18:22.970Z,38.7921677,-122.7331696,1.8,1.12,md,19,93,0.00934,0.04,nc,nc73728891,2022-05-03T19:35:21.503Z,"3km NE of The Geysers, CA",earthquake,0.25,0.51,0.19,5,automatic,nc,nc
2022-05-03T04:54:01.340Z,38.7890015,-122.7618332,1.6,1.05,md,19,64,0.01172,0.03,nc,nc73728581,2022-05-03T06:17:10.655Z,"1km NNW of The Geysers, CA",earthquake,0.23,0.43,0.15,4,automatic,nc,nc
2022-05-02T09:46:45.040Z,38.7956667,-122.7645,1.07,1.36,md,42,65,0.006206,0.04,nc,nc73728166,2022-05-07T00:49:14.098Z,"2km NNW of The Geysers, CA",earthquake,0.14,0.24,0.239,9,reviewed,nc,nc
2022-05-02T02:17:03.940Z,38.7915001,-122.7343369,1.37,1,md,19,92,0.008459,0.04,nc,nc73727966,2022-05-02T02:51:14.559Z,"2km NE of The Geysers, CA",earthquake,0.24,0.5,0.13,6,automatic,nc,nc
2022-04-28T09:08:19.560Z,38.7931667,-122.7545,2.48,1.37,md,43,45,0.008488,0.04,nc,nc73725526,2022-05-02T18:25:13.106Z,"2km N of The Geysers, CA",earthquake,0.16,0.29,0.115,9,reviewed,nc,nc
2022-04-27T00:14:53.500Z,38.7975,-122.7495,1.35,1.37,md,39,57,0.008568,0.03,nc,nc73724901,2022-04-28T05:05:18.625Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.33,0.126,8,reviewed,nc,nc
2022-04-25T14:32:51.980Z,38.7901667,-122.7606667,1.69,1.79,md,47,42,0.01047,0.05,nc,nc73723195,2022-04-26T20:03:15.345Z,"2km NNW of The Geysers, CA",earthquake,0.14,0.26,0.169,15,reviewed,nc,nc
2022-04-22T21:32:41.530Z,38.7798347,-122.7676697,1.01,1.12,md,27,87,0.009224,0.04,nc,nc73721965,2022-04-22T22:21:20.824Z,"1km WNW of The Geysers, CA",earthquake,0.22,0.32,0.15,6,automatic,nc,nc
2022-04-22T08:21:58.630Z,38.7863333,-122.7635,2.11,2.82,md,85,31,0.01457,0.06,nc,nc73721640,2022-06-26T01:20:49.040Z,"1km NNW of The Geysers, CA",earthquake,0.09,0.15,0.188,82,reviewed,nc,nc
2022-04-21T22:58:35.480Z,38.7885017,-122.769165,1.63,1.18,md,13,82,0.01418,0.03,nc,nc73721440,2022-04-22T01:11:23.167Z,"2km NW of The Geysers, CA",earthquake,0.29,0.57,,1,automatic,nc,nc
2022-04-21T06:22:07.340Z,38.7961655,-122.7426682,1.83,1.19,md,8,186,0.01372,0.02,nc,nc73721160,2022-04-21T09:19:16.539Z,"2km NNE of The Geysers, CA",earthquake,0.52,0.88,,1,automatic,nc,nc
2022-04-19T16:53:20.560Z,38.7908325,-122.7600021,0.78,1.02,md,17,117,0.01971,0.03,nc,nc73720285,2022-04-19T18:13:09.353Z,"2km NNW of The Geysers, CA",earthquake,0.26,0.58,0.13,3,automatic,nc,nc
2022-04-17T02:26:43.730Z,38.7804985,-122.7656631,1.47,1.06,md,8,105,0.009763,0.02,nc,nc73718625,2022-04-17T03:40:36.907Z,"1km WNW of The Geysers, CA",earthquake,0.48,0.95,0.7,2,automatic,nc,nc
2022-04-14T00:36:49.820Z,38.7905,-122.7623333,2.18,1.66,md,55,40,0.01032,0.07,nc,nc73718071,2022-04-14T18:08:18.564Z,"2km NNW of The Geysers, CA",earthquake,0.14,0.26,0.282,26,reviewed,nc,nc
2022-04-13T21:35:07.720Z,38.7971649,-122.748497,1.26,1.14,md,27,96,0.00942,0.05,nc,nc73718011,2022-04-13T23:46:13.937Z,"2km NNE of The Geysers, CA",earthquake,0.24,0.38,0.17,6,automatic,nc,nc
2022-04-11T17:12:15.160Z,38.7758331,-122.74617,1.83,1.07,md,12,77,0.01045,0.03,nc,nc73716976,2022-04-11T19:41:22.739Z,"1km E of The Geysers, CA",earthquake,0.27,0.65,0.16,2,automatic,nc,nc
2022-04-09T00:08:50.830Z,38.7938347,-122.7494965,2.08,1.09,md,18,91,0.01047,0.03,nc,nc73716136,2022-04-09T00:31:16.276Z,"2km NNE of The Geysers, CA",earthquake,0.28,0.56,0.14,4,automatic,nc,nc
2022-04-08T00:44:11.030Z,38.7981667,-122.7491667,2.02,1.26,md,47,48,0.008598,0.04,nc,nc73715741,2022-04-08T09:07:10.741Z,"2km NNE of The Geysers, CA",earthquake,0.14,0.22,0.086,15,reviewed,nc,nc
2022-04-06T20:31:09.350Z,38.7861667,-122.7665,2.43,1.99,md,63,36,0.01538,0.05,nc,nc73715176,2022-04-07T01:13:15.065Z,"1km NW of The Geysers, CA",earthquake,0.13,0.19,0.117,27,reviewed,nc,nc
2022-04-06T17:10:24.750Z,38.7878342,-122.7696686,2.06,1,md,18,81,0.01496,0.03,nc,nc73715101,2022-04-06T17:25:17.211Z,"2km NW of The Geysers, CA",earthquake,0.26,0.48,0.17,4,automatic,nc,nc
2022-04-06T07:09:32.970Z,38.789,-122.7608333,1.67,1.34,md,44,62,0.01164,0.05,nc,nc73714931,2022-04-07T02:51:15.601Z,"1km NNW of The Geysers, CA",earthquake,0.16,0.25,0.063,9,reviewed,nc,nc
2022-04-04T02:08:00.350Z,38.788166,-122.7611694,1.48,1.13,md,16,65,0.01249,0.06,nc,nc73713961,2022-04-04T04:43:15.002Z,"1km NNW of The Geysers, CA",earthquake,0.29,0.52,0.2,4,automatic,nc,nc
2022-04-01T15:44:53.030Z,38.7896667,-122.762,2.68,1.63,md,52,54,0.01109,0.04,nc,nc73713096,2022-04-02T20:49:15.717Z,"2km NNW of The Geysers, CA",earthquake,0.16,0.27,0.232,21,reviewed,nc,nc
2022-03-30T20:51:43.170Z,38.7791672,-122.7444992,0.36,1.11,md,14,75,0.00731,0.03,nc,nc73712371,2022-03-30T22:55:13.805Z,"1km ENE of The Geysers, CA",earthquake,0.22,0.41,0.07,3,automatic,nc,nc
2022-03-29T18:53:25.180Z,38.7995,-122.7728333,0.65,2.75,md,71,31,0.01031,0.06,nc,nc73711961,2022-06-04T20:42:20.040Z,"3km NNW of The Geysers, CA",earthquake,0.09,0.15,0.156,56,reviewed,nc,nc
2022-03-29T05:28:42.510Z,38.7876667,-122.7688333,1.47,1.58,md,50,55,0.01477,0.04,nc,nc73711771,2022-03-29T11:13:11.871Z,"2km NW of The Geysers, CA",earthquake,0.14,0.22,0.201,22,reviewed,nc,nc
2022-03-29T05:10:06.350Z,38.7876663,-122.7696686,1.04,1.14,md,22,81,0.0151,0.03,nc,nc73711751,2022-03-29T05:52:14.029Z,"2km NW of The Geysers, CA",earthquake,0.21,0.43,0.24,6,automatic,nc,nc
2022-03-28T08:57:19.150Z,38.7905006,-122.7613297,1.29,1.07,md,13,76,0.01019,0.03,nc,nc73711446,2022-03-28T09:22:18.530Z,"2km NNW of The Geysers, CA",earthquake,0.22,0.4,0.26,4,automatic,nc,nc
2022-03-28T06:36:22.800Z,38.7925,-122.7585,2.74,1.69,md,51,53,0.008168,0.05,nc,nc73711396,2022-03-28T19:05:22.179Z,"2km N of The Geysers, CA",earthquake,0.16,0.25,0.112,17,reviewed,nc,nc
2022-03-27T03:42:55.580Z,38.7898333,-122.761,1.86,1.57,md,47,54,0.01082,0.03,nc,nc73710966,2022-03-27T06:19:14.881Z,"1km NNW of The Geysers, CA",earthquake,0.14,0.24,0.143,17,reviewed,nc,nc
2022-03-26T14:21:36.560Z,38.7925,-122.7638333,2.79,1.94,md,69,42,0.008729,0.05,nc,nc73710611,2022-03-26T21:05:16.559Z,"2km NNW of The Geysers, CA",earthquake,0.12,0.21,0.169,38,reviewed,nc,nc
2022-03-25T02:11:20.140Z,38.7885,-122.7616667,1.59,1.53,md,46,63,0.0122,0.04,nc,nc73710041,2022-03-25T05:44:13.385Z,"1km NNW of The Geysers, CA",earthquake,0.14,0.21,0.062,17,reviewed,nc,nc
2022-03-22T08:20:39.660Z,38.7919998,-122.7344971,2.12,1.19,md,9,162,0.008922,0.01,nc,nc73708676,2022-03-22T09:49:12.373Z,"2km NE of The Geysers, CA",earthquake,0.51,0.87,,1,automatic,nc,nc
2022-03-19T08:21:08.890Z,38.7973328,-122.7498322,1.92,1.08,md,23,96,0.008391,0.04,nc,nc73707611,2022-03-19T08:38:12.098Z,"2km NNE of The Geysers, CA",earthquake,0.27,0.43,0.1,6,automatic,nc,nc
2022-03-18T03:36:15.220Z,38.7901649,-122.7623367,1.86,1.12,md,16,65,0.01064,0.02,nc,nc73707011,2022-03-18T05:40:15.488Z,"2km NNW of The Geysers, CA",earthquake,0.26,0.49,0.06,5,automatic,nc,nc
2022-03-17T13:26:26.650Z,38.7868333,-122.7681667,1.81,1.33,md,42,81,0.01527,0.03,nc,nc73706761,2022-03-17T23:01:10.830Z,"2km NW of The Geysers, CA",earthquake,0.14,0.19,0.056,9,reviewed,nc,nc
2022-03-15T05:30:52.360Z,38.786,-122.7511667,0.04,1.54,md,41,41,0.01162,0.07,nc,nc73705786,2022-03-15T20:57:14.731Z,"1km NNE of The Geysers, CA",earthquake,0.15,0.28,0.095,9,reviewed,nc,nc
2022-03-14T19:22:57.330Z,38.7868333,-122.7478333,3.09,1.89,md,35,53,0.009395,0.03,nc,nc73705591,2022-03-17T08:25:17.206Z,"1km NE of The Geysers, CA",earthquake,0.18,0.41,0.096,4,reviewed,nc,nc
2022-03-14T19:22:28.220Z,38.7835,-122.7523333,2.34,2.89,md,99,27,0.0122,0.06,nc,nc73705586,2022-05-27T14:55:24.040Z,"1km NNE of The Geysers, CA",earthquake,0.09,0.12,0.131,127,reviewed,nc,nc
2022-03-14T18:50:34.500Z,38.7866669,-122.7474976,2.13,1.12,md,16,82,0.01689,0.04,nc,nc73705571,2022-03-14T22:01:13.637Z,"1km NE of The Geysers, CA",earthquake,0.27,0.74,0.07,5,automatic,nc,nc
2022-03-14T03:54:03.390Z,38.7833328,-122.7419968,0.29,1.13,md,17,80,0.004121,0.04,nc,nc73705246,2022-03-14T05:11:22.423Z,"1km ENE of The Geysers, CA",earthquake,0.22,0.4,0.17,5,automatic,nc,nc
2022-03-13T16:54:34.800Z,38.7853333,-122.767,3.65,1.33,md,48,80,0.01462,0.04,nc,nc73705086,2022-03-15T21:50:14.086Z,"1km NW of The Geysers, CA",earthquake,0.18,0.27,0.136,16,reviewed,nc,nc
2022-03-10T19:40:07.380Z,38.7893333,-122.7605,1.56,1.54,md,40,61,0.01129,0.05,nc,nc73703891,2022-03-11T11:44:15.604Z,"1km NNW of The Geysers, CA",earthquake,0.13,0.22,0.044,8,reviewed,nc,nc
2022-03-10T04:51:19.630Z,38.776,-122.7461667,0.91,2.19,md,59,26,0.01033,0.06,nc,nc73703641,2022-03-11T06:17:24.528Z,"1km E of The Geysers, CA",earthquake,0.13,0.17,0.137,31,reviewed,nc,nc
2022-03-09T17:59:37.130Z,38.7944984,-122.7623367,2.76,1.11,md,20,62,0.006452,0.02,nc,nc73703366,2022-03-09T19:49:10.312Z,"2km NNW of The Geysers, CA",earthquake,0.24,0.58,0.07,4,automatic,nc,nc
2022-03-09T14:53:01.630Z,38.7818336,-122.7634964,0.76,1.17,md,6,128,0.06618,0.11,nc,nc73703296,2022-03-09T17:06:15.340Z,"1km NW of The Geysers, CA",earthquake,0.79,2,0.05,5,automatic,nc,nc
2022-03-08T19:09:04.890Z,38.7981667,-122.7493333,2.16,1.11,md,39,88,0.008473,0.04,nc,nc73702951,2022-03-09T09:20:17.631Z,"2km NNE of The Geysers, CA",earthquake,0.18,0.27,0.085,7,reviewed,nc,nc
2022-03-08T13:43:19.200Z,38.7951667,-122.7648333,0.69,1.08,md,39,66,0.006762,0.06,nc,nc73702836,2022-03-08T18:10:15.572Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.28,0.072,8,reviewed,nc,nc
2022-03-06T20:27:50.420Z,38.7865,-122.7683333,2.12,1.47,md,50,81,0.01563,0.04,nc,nc73702201,2022-03-07T00:41:10.843Z,"2km NW of The Geysers, CA",earthquake,0.14,0.25,0.103,17,reviewed,nc,nc
2022-03-06T04:20:21.100Z,38.7818333,-122.744,-0.02,2.14,md,30,62,0.005856,0.04,nc,nc73701911,2022-03-06T06:51:10.474Z,"1km ENE of The Geysers, CA",earthquake,0.14,0.38,0.048,4,reviewed,nc,nc
2022-03-06T04:19:55.990Z,38.7798333,-122.745,0.47,2.69,md,81,35,0.007306,0.06,nc,nc73701916,2022-05-14T21:52:18.040Z,"1km ENE of The Geysers, CA",earthquake,0.08,0.14,0.131,62,reviewed,nc,nc
2022-03-05T16:33:08.980Z,38.7791672,-122.7448349,0.51,1.08,md,16,74,0.007529,0.04,nc,nc73701686,2022-03-05T18:06:11.894Z,"1km ENE of The Geysers, CA",earthquake,0.24,0.43,0.15,4,automatic,nc,nc
2022-03-05T04:16:06.530Z,38.7915,-122.7773333,3.29,1.52,md,42,79,0.00844,0.04,nc,nc73701506,2022-03-05T09:37:10.812Z,"2km NW of The Geysers, CA",earthquake,0.2,0.35,0.096,8,reviewed,nc,nc
2022-03-04T18:29:21.960Z,38.7941667,-122.7473333,2.13,1.37,md,42,46,0.01163,0.04,nc,nc73701176,2022-03-05T00:00:14.193Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.3,0.108,12,reviewed,nc,nc
2022-03-03T13:43:59.280Z,38.7868347,-122.7626648,0.88,1.17,md,18,79,0.01396,0.03,nc,nc73700636,2022-03-03T15:58:13.621Z,"1km NNW of The Geysers, CA",earthquake,0.23,0.46,0.2,5,automatic,nc,nc
2022-03-03T11:50:34.100Z,38.7896667,-122.7605,0.99,1.06,md,42,61,0.01096,0.04,nc,nc73700561,2022-03-04T09:05:11.914Z,"1km NNW of The Geysers, CA",earthquake,0.15,0.23,0.278,12,reviewed,nc,nc
2022-03-03T11:42:05.960Z,38.7913333,-122.7648333,0.2,1.28,md,30,69,0.0101,0.05,nc,nc73700501,2022-03-04T05:02:14.495Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.31,0.031,4,reviewed,nc,nc
2022-03-03T11:41:30.930Z,38.7916667,-122.7646667,0.12,2.2,md,67,37,0.009747,0.05,nc,nc73700496,2022-03-04T07:23:11.316Z,"2km NNW of The Geysers, CA",earthquake,0.09,0.16,0.132,41,reviewed,nc,nc
2022-03-03T11:39:58.200Z,38.7805,-122.7581667,0.4,3.78,mw,96,31,0.01142,0.07,nc,nc73700486,2022-05-07T21:32:45.040Z,"0km NNW of The Geysers, CA",earthquake,0.09,0.17,,3,reviewed,nc,nc
2022-03-02T01:59:00.750Z,38.7883333,-122.7616667,2.01,1.48,md,44,63,0.01237,0.04,nc,nc73699701,2022-03-02T07:30:14.974Z,"1km NNW of The Geysers, CA",earthquake,0.14,0.23,0.047,12,reviewed,nc,nc
2022-03-02T01:58:34.720Z,38.7886667,-122.7613333,2.13,1.84,md,57,55,0.01201,0.04,nc,nc73699706,2022-03-02T04:50:15.814Z,"1km NNW of The Geysers, CA",earthquake,0.12,0.18,0.243,26,reviewed,nc,nc
2022-03-01T12:52:37.780Z,38.7869987,-122.7714996,0.2,1.15,md,26,82,0.01424,0.05,nc,nc73699461,2022-03-01T15:34:10.965Z,"2km NW of The Geysers, CA",earthquake,0.19,0.39,0.06,6,automatic,nc,nc
2022-02-27T15:21:55.030Z,38.7868333,-122.7668333,2.33,1.6,md,56,56,0.01485,0.04,nc,nc73698696,2022-02-27T22:56:11.250Z,"1km NW of The Geysers, CA",earthquake,0.12,0.19,0.224,25,reviewed,nc,nc
2022-02-23T22:16:14.940Z,38.7898333,-122.7625,1.82,1.05,md,40,65,0.01099,0.03,nc,nc73696991,2022-02-24T06:55:16.702Z,"2km NNW of The Geysers, CA",earthquake,0.18,0.24,0.066,8,reviewed,nc,nc
2022-02-23T14:39:20.440Z,38.7893333,-122.7608333,1.64,1.59,md,44,62,0.01131,0.04,nc,nc73696821,2022-02-23T22:55:15.004Z,"1km NNW of The Geysers, CA",earthquake,0.13,0.23,0.076,14,reviewed,nc,nc
2022-02-23T10:48:12.610Z,38.7906685,-122.7608337,1.89,1.01,md,25,63,0.00998,0.04,nc,nc73696751,2022-02-23T11:04:13.711Z,"2km NNW of The Geysers, CA",earthquake,0.25,0.4,0.14,5,automatic,nc,nc
2022-02-22T15:48:13.850Z,38.7895,-122.7623333,1.59,1.8,md,50,41,0.0113,0.04,nc,nc73696366,2022-02-22T23:10:10.937Z,"2km NNW of The Geysers, CA",earthquake,0.13,0.21,0.218,21,reviewed,nc,nc
2022-02-22T07:29:45.470Z,38.7881667,-122.7605,1.67,1.46,md,52,55,0.01246,0.04,nc,nc73696196,2022-02-22T21:33:14.919Z,"1km NNW of The Geysers, CA",earthquake,0.13,0.2,0.122,19,reviewed,nc,nc
2022-02-20T02:32:37.420Z,38.7935,-122.7636667,0.84,1.53,md,48,66,0.007757,0.05,nc,nc73695331,2022-02-20T22:41:11.895Z,"2km NNW of The Geysers, CA",earthquake,0.12,0.21,0.137,19,reviewed,nc,nc
2022-02-19T00:12:40.180Z,38.8035011,-122.7473297,0.34,1.14,md,19,107,0.01009,0.06,nc,nc73694811,2022-02-19T04:12:10.346Z,"3km SW of Cobb, CA",earthquake,0.26,0.49,0.13,6,automatic,nc,nc
2022-02-18T23:36:19.540Z,38.7858333,-122.7658333,1.87,1.98,md,56,67,0.01509,0.06,nc,nc73694796,2022-02-19T06:38:16.129Z,"1km NW of The Geysers, CA",earthquake,0.14,0.2,0.169,25,reviewed,nc,nc
2022-02-18T18:43:21.310Z,38.7794991,-122.7678299,1.1,1.06,md,19,88,0.008915,0.04,nc,nc73694686,2022-02-18T18:52:10.879Z,"1km WNW of The Geysers, CA",earthquake,0.26,0.44,0.11,4,automatic,nc,nc
2022-02-18T02:12:42.830Z,38.7873333,-122.7691667,1.52,1.89,md,54,65,0.01519,0.04,nc,nc73694326,2022-02-18T22:44:11.562Z,"2km NW of The Geysers, CA",earthquake,0.12,0.19,0.235,28,reviewed,nc,nc
2022-02-15T21:17:49.700Z,38.786335,-122.7354965,1.99,1.08,md,16,84,0.003239,0.03,nc,nc73693361,2022-02-15T21:37:31.935Z,"2km ENE of The Geysers, CA",earthquake,0.29,0.6,0.21,4,automatic,nc,nc
2022-02-14T08:12:40.700Z,38.7961655,-122.7555008,1.78,1.12,md,20,90,0.005537,0.03,nc,nc73692586,2022-02-14T10:16:11.176Z,"2km N of The Geysers, CA",earthquake,0.23,0.42,0.06,5,automatic,nc,nc
2022-02-14T05:49:32.940Z,38.791832,-122.7611694,1.38,1.05,md,13,108,0.008854,0.02,nc,nc73692536,2022-02-14T08:05:11.292Z,"2km NNW of The Geysers, CA",earthquake,0.29,0.58,0.11,3,automatic,nc,nc
2022-02-12T10:45:20.350Z,38.7946667,-122.7616667,0.69,1.87,md,63,43,0.006143,0.05,nc,nc73691856,2022-02-19T04:06:17.310Z,"2km NNW of The Geysers, CA",earthquake,0.1,0.17,0.149,35,reviewed,nc,nc
2022-02-10T04:42:41.370Z,38.7949982,-122.7454987,1.43,1.12,md,12,94,0.01245,0.02,nc,nc73690796,2022-02-10T08:24:11.451Z,"2km NNE of The Geysers, CA",earthquake,0.32,0.6,0.05,3,automatic,nc,nc
2022-02-09T21:33:29.940Z,38.7981667,-122.7488333,1.64,1.36,md,45,49,0.008848,0.04,nc,nc73690616,2022-02-10T03:19:10.599Z,"2km NNE of The Geysers, CA",earthquake,0.15,0.23,0.111,14,reviewed,nc,nc
2022-02-09T02:04:38.030Z,38.7890015,-122.7613297,1.62,1.11,md,17,63,0.01168,0.03,nc,nc73690291,2022-02-09T05:09:21.285Z,"1km NNW of The Geysers, CA",earthquake,0.25,0.48,0.31,4,automatic,nc,nc
2022-02-07T23:53:21.530Z,38.7863333,-122.7666667,2.08,1.6,md,50,67,0.01527,0.03,nc,nc73689866,2022-02-08T02:14:11.315Z,"1km NW of The Geysers, CA",earthquake,0.13,0.21,0.233,22,reviewed,nc,nc
2022-02-06T21:33:54.690Z,38.7946663,-122.7491684,1.87,1.09,md,22,92,0.01016,0.03,nc,nc73689456,2022-02-06T22:26:14.442Z,"2km NNE of The Geysers, CA",earthquake,0.26,0.46,0.12,6,automatic,nc,nc
2022-02-06T04:57:05.040Z,38.7966667,-122.749,-0.04,1.36,md,40,48,0.009257,0.06,nc,nc73689131,2022-02-15T13:19:10.957Z,"2km NNE of The Geysers, CA",earthquake,0.11,0.23,0.173,9,reviewed,nc,nc
2022-02-06T04:56:29.820Z,38.7878333,-122.7368333,1.57,1.43,md,40,63,0.00459,0.04,nc,nc73689116,2022-02-15T12:53:11.792Z,"2km NE of The Geysers, CA",earthquake,0.17,0.23,0.039,8,reviewed,nc,nc
2022-02-06T04:55:51.580Z,38.7868333,-122.7481667,0.36,1.83,md,31,53,0.009636,0.04,nc,nc71127159,2022-02-15T09:33:17.624Z,"1km NE of The Geysers, CA",earthquake,0.14,0.3,0.304,6,reviewed,nc,nc
2022-02-06T04:55:17.850Z,38.7856667,-122.7453333,0.84,3.36,ml,103,39,0.007152,0.08,nc,nc73689126,2022-04-19T17:38:43.040Z,"1km NE of The Geysers, CA",earthquake,0.09,0.18,0.177,175,reviewed,nc,nc
2022-02-04T13:23:30.810Z,38.7895012,-122.7614975,1.9,1.18,md,8,127,0.01119,0.05,nc,nc73688091,2022-02-04T15:52:10.454Z,"1km NNW of The Geysers, CA",earthquake,0.51,1.28,,1,automatic,nc,nc
2022-02-04T10:31:09.310Z,38.7871667,-122.7495,0.66,1.28,md,44,41,0.01073,0.04,nc,nc73688041,2022-02-15T07:03:12.703Z,"1km NNE of The Geysers, CA",earthquake,0.12,0.21,0.208,12,reviewed,nc,nc
2022-02-03T17:33:57.870Z,38.7891667,-122.7635,1.69,1.32,md,31,67,0.01182,0.04,nc,nc73687826,2022-02-04T14:58:11.105Z,"2km NNW of The Geysers, CA",earthquake,0.19,0.3,0.07,14,reviewed,nc,nc
2022-02-02T11:27:01.200Z,38.7896667,-122.7596667,1.4,2.36,md,24,59,0.01094,0.03,nc,nc71127169,2022-02-12T15:01:10.591Z,"1km NNW of The Geysers, CA",earthquake,0.19,0.37,0.099,3,reviewed,nc,nc
2022-02-02T11:26:50.190Z,38.7876667,-122.7595,1.75,2.45,md,66,56,0.01294,0.07,nc,nc73687261,2022-04-15T17:57:13.040Z,"1km NNW of The Geysers, CA",earthquake,0.12,0.21,0.115,28,reviewed,nc,nc
2022-02-02T03:29:25.250Z,38.7798347,-122.7659988,1.1,1.06,md,16,83,0.009102,0.04,nc,nc73687061,2022-02-02T04:13:14.584Z,"1km WNW of The Geysers, CA",earthquake,0.26,0.42,0.18,5,automatic,nc,nc
2022-02-02T03:04:48.660Z,38.7921677,-122.7590027,0.79,1.06,md,18,72,0.008463,0.04,nc,nc73687036,2022-02-02T03:29:24.327Z,"2km N of The Geysers, CA",earthquake,0.22,0.43,0.09,4,automatic,nc,nc
2022-02-01T22:09:21.560Z,38.7898333,-122.7623333,1.92,1.36,md,43,65,0.01097,0.04,nc,nc73686941,2022-02-03T10:24:11.286Z,"2km NNW of The Geysers, CA",earthquake,0.13,0.21,0.139,10,reviewed,nc,nc
2022-02-01T17:53:47.960Z,38.8059998,-122.7549973,0.84,1.01,md,8,171,0.00651,0.02,nc,nc73686876,2022-02-01T18:25:12.922Z,"3km N of The Geysers, CA",earthquake,0.38,0.55,0.23,2,automatic,nc,nc
2022-02-01T12:10:57.740Z,38.7765,-122.745,1.45,1.75,md,51,50,0.009332,0.04,nc,nc73686826,2022-02-03T02:40:12.485Z,"1km E of The Geysers, CA",earthquake,0.14,0.22,0.194,20,reviewed,nc,nc
